ID,title,year_of_commissioning,area_sq_m,apartment_storey,district,location,price_m2,loc_mid,location_group
7675,Zaisand upper house residence tansag zeregleliin oron suuts 216m2 4oroo,2023,216,2,KHan-Uul,Zaisan,6.6,Zaisan,Zaisan
32,Vega city khotkhond 4 oroo bair zarna,2023,138.2,2,KHan-Uul,15-r khoroolol,6.599131693,15-r khoroolol,Jukov
998,Vega city 4 oroo bair,2022,96.8,16,KHan-Uul,Busad,6.559917355,Vega city,Tsengeldekh
4976,United apartment 112 mkw 4 oroo,2021,112,2,Sukhbaatar,Busad,6.517857143,United,SBTalbai
6517,united apartment 112 mkw 4 oroo,2018,112,2,Bayanzurkh,Busad,6.517857143,United,SBTalbai
6774,United apartmen-d 4 oroo bair,2019,112,2,Sukhbaatar,Busad,6.517857143,United,SBTalbai
2363,Itali zagwarыn luxury khotkhond penthouse 5 oroo,2022,395,3,KHan-Uul,YAarmag,6.506329114,YAarmag,Yarmag
986,United apartment 2 oroo 46m2,2022,46.4,12,Sukhbaatar,Busad,6.5,United,SBTalbai
1033,Gal togoo tusdaa 1 oroo bair,1985,12,2,KHan-Uul,Busad,6.5,0,#N/A
2616,Mogul tower pentkhaus 220m2,2022,220,17,Sukhbaatar,Busad,6.5,Mogul town,Zaisan
4767,United center-t 2 oroo bair,2019,46.4,12,Sukhbaatar,Busad,6.5,United,SBTalbai
4883,Zaisan peak residence 3 oroo,2018,115,10,KHan-Uul,Busad,6.5,Zaisan,Zaisan
5204,Japan town c3 3 oroo bair,2012,90.3,3,KHan-Uul,Japan town,6.5,Japan town,Tsengeldekh
5993,Zaisan tansag zeregleliin 3oroo,2023,110,13,KHan-Uul,Zaisan,6.5,Zaisan,Zaisan
6456,Vega city 4 oroo oron suuts,2023,110,9,KHan-Uul,Japan town,6.5,Japan town,Tsengeldekh
6769,TSengeldekh khotkhond 2 oroo bair,2021,50,10,KHan-Uul,120 myangat,6.5,120 myangat,120 myangat
7709,Vega city 4oroo bair,2023,110,9,KHan-Uul,15-r khoroolol,6.5,15-r khoroolol,Jukov
7859,Vega city 4 oroo,2023,110,9,KHan-Uul,KHunnu,6.5,KHunnu,Tsengeldekh
7391,Oros 3-r surguuliin baruun tald 80m2 3 oroo bair,1990,41,1,Sukhbaatar,5-r khoroolol,6.463414634,5-r khoroolol,Tsirk
301,40 myangatad,1980,65,1,CHingeltei,Busad,6.461538462,"40, 50 myangat","40, 50 myangat"
2980,Vega city 4 oroo,2022,110,10,KHan-Uul,Busad,6.409090909,Vega city,Tsengeldekh
3807,Mandala tauer 360-d 160.25mkw 4 oroo bair,2022,160.25,17,Bayanzurkh,Busad,6.4,Mandala360,National park
5533,Vega city khotkhond shine 4 oroo oron suuts,2023,110,9,KHan-Uul,Japan town,6.4,Japan town,Tsengeldekh
4564,River gardenы khoino modun town khotkhond 4oroo 2 garaj tawilgыn khamt,2018,133,7,KHan-Uul,River Garden,6.390977444,River Garden,Marshal
4663,Modun taund 4oroo 2garajtai borluulna,2019,133,7,KHan-Uul,River Garden,6.390977444,River Garden,Marshal
4075,"Bzd-𝟐𝟔 khoroo, 𝐌𝐚𝐧𝐝𝐚𝐥𝐚 𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐜𝐢𝐚𝐥 𝐭𝐨𝐰𝐞𝐫 𝟑𝟔5",2023,160,17,Bayanzurkh,Busad,6.375,Mandala360,National park
4255,Vega city khotkhond 3 oroo bair,2023,84.3,10,KHan-Uul,KHunnu,6.349940688,KHunnu,Tsengeldekh
4925,TSengeldekh khotkhond 1 dawkhrыn 3 oroo bair,2019,79,1,KHan-Uul,120 myangat,6.329113924,120 myangat,120 myangat
6181,Tokyo town khotkhond 4 oroo,2020,123,6,KHan-Uul,Busad,6.305121951,Tokyo town,Emart KHUD
4662,River garden 1 deer 242m2 4oroo,2012,238,1,KHan-Uul,River Garden,6.302521008,River Garden,Marshal
1297,Tokyo town khotkhon 123.1m2 4 oroo bair,2021,123.1,6,KHan-Uul,Busad,6.3,Tokyo town,Emart KHUD
2827,Tokyo town 4 oroo,2023,123.1,6,KHan-Uul,Busad,6.3,Tokyo town,Emart KHUD
2934,Tokyo town khotkhond uragshaa kharsan 123mkw 4 oroo,2021,123.1,6,KHan-Uul,Busad,6.3,Tokyo town,Emart KHUD
5256,Tokyo town khotkhond 123m 4 oroo bair,2020,123.1,6,KHan-Uul,KHunnu,6.3,KHunnu,Tsengeldekh
5281,Japan taund 4 oroo oron suuts,2008,112,1,KHan-Uul,Japan town,6.3,Japan town,Tsengeldekh
6230,Vega city khotkhond 3 oroo,2022,84.3,11,KHan-Uul,KHurd,6.3,KHurd,Tsengeldekh
6461,Vega city-d,2023,105,1,KHan-Uul,120 myangat,6.3,120 myangat,120 myangat
7303,Tokyotown 5 uruu bair,2022,123.1,13,KHan-Uul,Japan town,6.3,Japan town,Tsengeldekh
7571,Akoyaa ryesidensd 4 oroo bair,2023,142,15,KHan-Uul,Japan town,6.3,Japan town,Tsengeldekh
2041,Sansart 2 oroo bair,1980,27,7,Bayanzurkh,Sansar,6.296296296,Sansar,Sansar
5713,TSetserlegt khureelengiin baruun khoino mandala360 khotkhond 199m2 5 oroo oron suuts,2022,199,9,Bayanzurkh,Busad,6.281407035,Mandala360,National park
37,Naadam tsyentr tsengeldekhed bairlaltai 3 oroo bair,2021,80,1,KHan-Uul,120 myangat,6.25,120 myangat,120 myangat
740,TSengeldekh khotkhond 1 dawkhrыn 3 oroo,2019,80,1,KHan-Uul,120 myangat,6.25,120 myangat,120 myangat
1440,Tengisiin baruun tald gal togoo tusdaa 3 oroo,1995,40,1,CHingeltei,CHingeltei,6.25,CHingeltei,"40, 50 myangat"
2419,Time classic tower-t 4 oroo,2021,138,10,Sukhbaatar,220 myangat,6.224637681,220 myangat,SBTalbai
7244,TSirkiin baruun tald 3 oroo 105m2,2020,102,9,Sukhbaatar,5-r khoroolol,6.22,5-r khoroolol,Tsirk
5269,YAarmag khuushiin amand fuji gardend 4 oroo mulitkhaus,2022,153,4,KHan-Uul,YAarmag,6.209150327,YAarmag,Yarmag
466,Time classic tower-t 4 oroo oron suuts 138.7m2,2020,138.7,4,Sukhbaatar,Busad,6.200432588,Time tower,National park
6646,Vega city,2023,84.5,6,KHan-Uul,Busad,6.2,Vega city,Tsengeldekh
2520,Art villa khotkhond 242mkw 4 oroo,2021,242,1,KHan-Uul,YAarmag,6.198347107,YAarmag,Yarmag
1564,Japan town-d 4 oroo tyerrastai oron suuts 112.49m2,2010,112.49,7,KHan-Uul,Japan town,6.184549738,Japan town,Tsengeldekh
3978,Japan town 3 oroo,2007,112,7,KHan-Uul,Japan town,6.160714286,Japan town,Tsengeldekh
7056,Budda wista-d 122mkw 4 oroo bair,2020,122,3,KHan-Uul,Busad,6.147540984,Buddha vista,Zaisan
4039,Japan taun japan town s1-d 4 oroo tom tyerrastai oron suuts,2019,112.49,7,KHan-Uul,Japan town,6.133878567,Japan town,Tsengeldekh
1060,Hunnu plus 117.67m2 talbaitai 4 oroo,2022,117.67,3,KHan-Uul,Busad,6.118806833,Khunnu plus,Emart KHUD
7457,Golden buddha khotkhond 2 oroo buren tawilgatai oron suuts,2020,85,7,KHan-Uul,Zaisan,6.117647059,Zaisan,Zaisan
1613,Time classic tower 4 uruu,2020,107.64,9,Sukhbaatar,"40, 50 myangat",6.115198811,"40, 50 myangat","40, 50 myangat"
741,KHunnu plast 117mkw 4 oroo bair,2021,117,3,KHan-Uul,KHunnu,6.1,KHunnu,Tsengeldekh
4055,SHangrila khajuud 248.46mkw 7 oroo,2014,248.46,4,Sukhbaatar,Busad,6.037189085,SBTalbai,SBTalbai
3821,Budda wista 236 mkw 7 oroo pyentkhaus,2016,236,14,KHan-Uul,Zaisan,6.016949153,Zaisan,Zaisan
7848,Sbd one residence-d 123m2 3 oroo bair,2013,123,7,Sukhbaatar,Busad,6.016260163,One residence,SBTalbai
3750,One residence khotkhond 123mkw 3oroo bair,2013,123,7,Sukhbaatar,Busad,6.015609756,One residence,SBTalbai
9,Japan town-d s1 blokd 4 oroo,2008,140,2,KHan-Uul,Japan town,6,Japan town,Tsengeldekh
343,Japan town khotkhond 140mkw 4 oroo,2008,140,2,KHan-Uul,Busad,6,Japan town,Tsengeldekh
766,Tokio taun khotkhond 4 oroo oron suuts,2020,122.16,11,KHan-Uul,Busad,6,Tokyo town,Emart KHUD
1266,Park garden,2022,101,14,KHan-Uul,Busad,6,Park garden,Tsengeldekh
1305,The one residence khotkhond 3 oroo bair,2015,123,7,Sukhbaatar,Busad,6,One residence,SBTalbai
2459,Tengisiin khajuud 3 oroo,1998,40,9,CHingeltei,Bayanburd,6,Bayanburd,Bayanburd
2567,YAarmagt bairlaltai buyant gardyen khotkhond 4 oroo oron suuts,2023,129,4,KHan-Uul,YAarmag,6,YAarmag,Yarmag
3065,"KHan khills khotkhond shine oron suuts 140,7m2",2022,140.7,10,KHan-Uul,River Garden,6,River Garden,Marshal
3143,Vega city khotkhond 3 oroo 84m2,2023,84,16,KHan-Uul,120 myangat,6,120 myangat,120 myangat
3472,Cbd 220 myangat 4 oroo 124m2,2004,124,7,Sukhbaatar,220 myangat,6,220 myangat,SBTalbai
3607,khunnu2222 plus 4 oroo bair,2021,117.67,4,KHan-Uul,KHunnu,6,KHunnu,Tsengeldekh
3654,Jet surguuliin urd 100m2 3 oroo,2023,100,4,KHan-Uul,YAarmag,6,YAarmag,Yarmag
3694,Japan town c1-d mash goyo zasaltai 4 oroo,2008,140,2,KHan-Uul,120 myangat,6,120 myangat,120 myangat
3904,Japan taun 139.94mk² 4 oroo,2009,139.94,2,KHan-Uul,Japan town,6,Japan town,Tsengeldekh
3925,Japan town-d 140m mkw 4oroo,2015,140,2,KHan-Uul,Japan town,6,Japan town,Tsengeldekh
4009,Belmonte luxury residence 2-t 3uruu,2023,73.95,13,KHan-Uul,YAarmag,6,YAarmag,Yarmag
4623,Vega city khotkhond 3 oroo,2023,84,16,KHan-Uul,KHurd,6,KHurd,Tsengeldekh
4827,Hunnu plus khotkhon,2022,117.67,4,KHan-Uul,KHunnu,6,KHunnu,Tsengeldekh
4994,Tengisiin khajuud 3 oroo 40m2,1999,40,1,CHingeltei,CHingeltei,6,CHingeltei,"40, 50 myangat"
5410,Hunnu plus 1r eelj 117m2 4 uruu,2023,117,3,KHan-Uul,KHunnu,6,KHunnu,Tsengeldekh
5428,Enkhtaiwan khotkhond 3 oroo bair,2017,80,9,KHan-Uul,120 myangat,6,120 myangat,120 myangat
5558,Tengis kinotyeatrыn baruun khoino 1 dawkhrыn galtogoo tusdaa 3 oroo,1995,40,1,CHingeltei,5-r khoroolol,6,5-r khoroolol,Tsirk
6778,Sbd 220 myangat tsirk,2004,124,7,Sukhbaatar,220 myangat,6,220 myangat,SBTalbai
4635,19-r khoroolold 2 oroo,2021,39.31,9,KHan-Uul,19-r khoroolol,5.978122615,19-r khoroolol,19-r khoroolol
1288,Zasgыn gazrыn ordnы khoino 169mkw duplyeks,2014,169,5,Sukhbaatar,Baga toirog,5.976331361,Baga toirog,"40, 50 myangat"
511,Tokio taun khotkhond 4 oroo oron suuts,2020,122.65,11,KHan-Uul,Busad,5.976029352,Tokyo town,Emart KHUD
1785,5-r surguuliin baruun tald 3 oroo,1989,31,4,CHingeltei,Baga toirog,5.967741935,Baga toirog,"40, 50 myangat"
368,Golden budda-d 2 oroo bair,2021,85,7,KHan-Uul,Zaisan,5.964705882,Zaisan,Zaisan
6087,Time classic tower 116.66 mkv 4 uruu,2020,116.66,15,Sukhbaatar,5-r khoroolol,5.957483285,5-r khoroolol,Tsirk
2544,Jiguur grand iin baird 4 oroo bair,2009,121,3,Sukhbaatar,13-r khoroolol,5.950413223,13-r khoroolol,13-r khoroolol
2995,Bzd 11 khoroo bagatenger tsogtsolbort 185m2 4oroo,2022,185,4,Bayanzurkh,Zaisan,5.945945946,Zaisan,Zaisan
2185,Vegacity khotkhond 98.7 m2 3 oroo,2022,98.7,1,KHan-Uul,Busad,5.945288754,Vega city,Tsengeldekh
744,Buddha vista khotkhond 236mkw 7 oroo pyentkhaus bairыg garajiin khamt,2017,236,13,KHan-Uul,Bella Vista,5.93220339,Bella Vista,Zaisan
985,TSengeldekh khotkhond 3 oroo oron suuts,2019,69.93,20,KHan-Uul,Busad,5.905905906,Tsengeldekh khotkhond,Tsengeldekh
4967,"TSengeldekh khotkhond 69.93mkw, 3 oroo oron suuts",2022,69.93,20,KHan-Uul,120 myangat,5.905905906,120 myangat,120 myangat
2898,"Akoya residence-t s blokt 142,08m2 4oroo",2022,142,10,KHan-Uul,Busad,5.903521127,Akoya residence,Emart KHUD
6503,Japan town-d 3 oroo,2014,93,6,KHan-Uul,Japan town,5.903225806,Japan town,Tsengeldekh
7046,"TSengeldekh khotkhond 69.93mkw, 3 oroo oron suuts",2017,69.93,20,KHan-Uul,Busad,5.9000429,Tsengeldekh khotkhond,Tsengeldekh
7717,"TSengeldekh khotkhond 69.93mkw, 3 oroo oron suuts",2022,69.93,20,Bayanzurkh,Busad,5.9000429,Tsengeldekh khotkhond,Tsengeldekh
739,4 uruu,2009,121,3,Sukhbaatar,Busad,5.9,0,#N/A
987,TSengeldekh khotkhond 70m2 3 oroo oron suuts,2020,69.93,20,KHan-Uul,Busad,5.9,Tsengeldekh khotkhond,Tsengeldekh
2542,TSengeldekh khotkhond 3 oroo,2020,70,20,KHan-Uul,120 myangat,5.9,120 myangat,120 myangat
4402,"TSengeldekh khotkhond 69.93mkw, 3 oroo",2019,70,20,KHan-Uul,120 myangat,5.9,120 myangat,120 myangat
6469,TSengeldekh-1khotkhond 69.93mkw 3 oroo oron suuts,2020,70,20,KHan-Uul,120 myangat,5.9,120 myangat,120 myangat
6496,Tsengeldeh hothond 70mkv 3 uruu,2020,70,20,KHan-Uul,120 myangat,5.9,120 myangat,120 myangat
710,TSengeldekh khotkhon 70mkw 3 oroo bair,2019,70,20,KHan-Uul,Busad,5.897571429,Tsengeldekh khotkhond,Tsengeldekh
4866,TSengeldekh khotkhond 3 oroo bair,2021,70,20,KHan-Uul,120 myangat,5.894285714,120 myangat,120 myangat
6414,��𝐞𝐫𝐥𝐮𝐠 𝐯𝐢𝐬𝐭𝐚 𝟏-r eelj k3 blokd 𝟓𝟗.𝟗𝟐 mkw 𝟐 oroo oron suuts 59.92m2,2023,59.92,20,KHan-Uul,Busad,5.857810414,Gerlug vista,Emart KHUD
6599,chingeltei 1 oroo,1980,14,2,CHingeltei,Baga toirog,5.857142857,Baga toirog,"40, 50 myangat"
165,"Tokyo town d gal togoo tusdaa 3 oroo 101,32m2",2021,101.32,5,KHan-Uul,KHunnu,5.852743782,KHunnu,Tsengeldekh
158,TSengeldekh khotkhond 3 oroo,2021,70,20,KHan-Uul,KHurd,5.85,KHurd,Tsengeldekh
1483,Tokio taund 3 oroo,2021,78.12,4,KHan-Uul,Busad,5.85,Tokyo town,Emart KHUD
2575,Gerlug vista 1-r eelj k3 blokd 𝟐 oroo 59.92mkw,2023,59.92,21,KHan-Uul,Busad,5.85,Gerlug vista,Emart KHUD
2949,Japan tauend 93 mkw 3 oroo bair,2011,93,6,KHan-Uul,Japan town,5.85,Japan town,Tsengeldekh
4876,TSengeldekh khotkhond 70m2 3- oroo bair,2020,70,20,KHan-Uul,15-r khoroolol,5.85,15-r khoroolol,Jukov
5279,Khan hills khotkhond 3oroo,2019,106,14,KHan-Uul,River Garden,5.85,River Garden,Marshal
1144,3 oroo 106m2,2019,106,14,KHan-Uul,Busad,5.849056604,Khan hills,Marshal
2680,Tokyo town khotkhond duplex 4 oroo bair,2021,106,16,KHan-Uul,KHunnu,5.849056604,KHunnu,Tsengeldekh
7001,Khan hills 3 uruu,2011,106,14,Bayanzurkh,River Garden,5.849056604,River Garden,Marshal
6369,Budda wista khotkhond 236mkw duplyeks 7 oroo oron suuts,2014,236,14,KHan-Uul,Zaisan,5.847457627,Zaisan,Zaisan
944,"13-r khoroolol, naturt gal togoo tusdaa 2 oroo",1991,26,10,Bayanzurkh,13-r khoroolol,5.846153846,13-r khoroolol,13-r khoroolol
7851,Tokyo town-d 4 oroo bair,2021,110.56,13,KHan-Uul,Busad,5.833936324,Tokyo town,Emart KHUD
5214,1 uruu bair,1985,18,5,Bayangol,"3, 4 khoroolol",5.833333333,"3, 4 khoroolol","3, 4-r khoroolol"
1612,Time classic tower 3uruu,2020,102.57,7,Sukhbaatar,"40, 50 myangat",5.831042215,"40, 50 myangat","40, 50 myangat"
6105,Time classic tower 102.57 mkv 3 uruu bair,2020,105.19,7,Sukhbaatar,5-r khoroolol,5.827550147,5-r khoroolol,Tsirk
6423,Tokyo town 110.6mkw 4 oroo oron suuts,2022,110,9,KHan-Uul,Japan town,5.827272727,Japan town,Tsengeldekh
3660,Enkanto taund 4 oroo,2023,129,10,KHan-Uul,Busad,5.813953488,Encanto 2,Yarmag
7494,"Hunnu2222-t 55,04m² 2oroo bair",2021,55.04,5,KHan-Uul,KHunnu,5.813953488,KHunnu,Tsengeldekh
4106,Tokyo town duplex 106.74mk² 4 oroo,2021,106.74,16,KHan-Uul,Japan town,5.808506652,Japan town,Tsengeldekh
1809,Gerlug vista khotkhond 118m2 4 oroo bair,2023,118,6,KHan-Uul,Busad,5.806779661,Gerlug vista,Emart KHUD
3320,Tokyo town khotkhond 106.14 mkw dublyeks 4 oroo,2021,106,16,KHan-Uul,Japan town,5.801886792,Japan town,Tsengeldekh
20,Enkanto taawn 3 4 oroo,2022,129,10,KHan-Uul,Busad,5.8,Encanto 2,Yarmag
279,Encanto town 3 129m² 4 oroo shine oron suuts,2023,129,10,Bayanzurkh,Busad,5.8,Encanto,National park
281,Akoya risedence tower 3 oroo 82.67m2,2023,82.67,15,KHan-Uul,Busad,5.8,Akoya residence,Emart KHUD
1071,Gerlug vista hothond 4 uruu bair hudaldana,2022,118,3,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
1801,KHan uulыn yemartыn urd gerlug wista khotkhond 118mk 4 oroo bair,2023,118,3,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
1832,Gerlug vista 78m2 3r uruu,2023,78.03,22,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
2136,Gerlug wista khotkhond 3 oroo,2023,77.15,16,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
2395,KHan khills khotkhond 4 oroo oron suuts,2021,140.7,10,KHan-Uul,Busad,5.8,Khan hills,Marshal
2689,Time classic tower-t 4 oroo,2021,108,7,Sukhbaatar,Busad,5.8,Time tower,National park
3054,Gerlug wista 2 oroo,2023,59.92,21,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
3417,Time classic tower tansag zeregleliin oron suutsand 4 oroo,2015,107.64,7,Sukhbaatar,Busad,5.8,Time tower,National park
3602,Global townd 104.5mk 3 oroo bair,2023,104.5,12,KHan-Uul,Busad,5.8,Global town,Home plaza
3662,Gerlug 4 oroo bair,2022,118.14,6,KHan-Uul,Busad,5.8,Gerlug vista,Emart KHUD
3877,Tokyo town 110.58mk² 4 oroo,2021,110.58,13,KHan-Uul,Japan town,5.8,Japan town,Tsengeldekh
3997,Gerlug vista-d 4 oroo bair,2023,118,6,KHan-Uul,KHurd,5.8,KHurd,Tsengeldekh
3999,Encanto town 3 - d 129m2 4 oroo,2023,129,10,Bayanzurkh,Olympic village,5.8,Olympic village,Home plaza
4117,Park gardyen khotkhond 3-n oroo 72.82m2,2022,72.82,4,KHan-Uul,120 myangat,5.8,120 myangat,120 myangat
4681,��𝐞𝐫𝐥𝐮𝐠 𝐯𝐢𝐬𝐭𝐚 𝟐 oroo bair,2023,60,20,KHan-Uul,Japan town,5.8,Japan town,Tsengeldekh
5272,TSengeldekh khotkhond /tsengeldeh hothond 70mk,2019,70,20,KHan-Uul,120 myangat,5.8,120 myangat,120 myangat
5299,Tsengeldeh hothon tsengeldekh khotkhon 80m2 3 oroo,2019,80,11,KHan-Uul,120 myangat,5.8,120 myangat,120 myangat
5569,TSengeldekh khotkhond 69.93mk² 3 oroo,2019,69.93,20,KHan-Uul,120 myangat,5.8,120 myangat,120 myangat
5881,"Times classic tower 107,64m2 4oroo",2019,107,7,Sukhbaatar,"40, 50 myangat",5.8,"40, 50 myangat","40, 50 myangat"
6065,Gerluge vista 78.3mk² 3 oroo,2023,78.3,9,KHan-Uul,Japan town,5.8,Japan town,Tsengeldekh
6144,"KHunnu plas 166,88mkw 5 oroo bair hunnu plus",2022,166,14,KHan-Uul,KHunnu,5.8,KHunnu,Tsengeldekh
6296,Gerlug wistad 3 oroo,2023,78.03,23,KHan-Uul,Zaisan,5.8,Zaisan,Zaisan
6574,40myangat peacemall ard shine2oroo,2023,62.05,9,CHingeltei,"40, 50 myangat",5.8,"40, 50 myangat","40, 50 myangat"
6780,Gerlug vista 3 uruu,2023,78.03,15,KHan-Uul,15-r khoroolol,5.8,15-r khoroolol,Jukov
1082,Gerlug wista khotkhond 3 oroo oron suuts,2023,78.03,22,KHan-Uul,Busad,5.799948738,Gerlug vista,Emart KHUD
1992,Orchlon khobbigiin khajuud 4 oroo,2022,118.14,4,KHan-Uul,Busad,5.798205519,Orchlon complex,10-r khoroolol
6789,"Gerlug wista khotkhond 118,14mk 4 oroo bair",2023,118.14,4,KHan-Uul,Busad,5.798205519,Gerlug vista,Emart KHUD
7612,10 dawkhart 3 oroo bair,2023,78.03,10,Bayanzurkh,120 myangat,5.792643855,120 myangat,120 myangat
4118,Tokyo town khotkhond 4 oroo bair,2021,110.56,12,KHan-Uul,Busad,5.788712012,Tokyo town,Emart KHUD
2853,Bzd 26 khoroond park view khotkhond 3 oroo bair,2020,70,14,Bayanzurkh,Busad,5.785714286,Park view,National park
715,TSirkiin khajuud 4 oroo bair,2021,108,7,CHingeltei,Busad,5.777777778,Tsirk,Tsirk
2798,Tct time classic tower.t 4 oroo 108m2,2020,108,7,Sukhbaatar,Busad,5.777777778,Time tower,National park
3794,KHotыn tow time classic tower-t 4 oroo oron suuts,2022,108,7,Sukhbaatar,Busad,5.777777778,Time tower,National park
6984,KHotыn tow asa tsirkiin baruun talыn time classic tower 4oroo,2022,108,7,Sukhbaatar,Busad,5.777777778,Time tower,National park
7815,Golden buddha d 3 oroo oron suuts,2021,137,7,KHan-Uul,Zaisan,5.766423358,Zaisan,Zaisan
1614,Time classic tower 5uruu,2020,127.71,7,Sukhbaatar,"40, 50 myangat",5.7654843,"40, 50 myangat","40, 50 myangat"
1477,Gerlug vista 118m2 bair,2023,118.14,6,KHan-Uul,Busad,5.755882851,Gerlug vista,Emart KHUD
3917,Khan hills-d 3 oroo bair,2019,106,14,KHan-Uul,River Garden,5.754716981,River Garden,Marshal
4409,KHud tokyo town 4 oroo duplekc,2020,106,16,KHan-Uul,KHunnu,5.754716981,KHunnu,Tsengeldekh
164,YAarmag fuji garden-d 4 oroo bair,2022,153,3,KHan-Uul,YAarmag,5.751633987,YAarmag,Yarmag
2370,Hunnu plus 5 oroo,2022,161.64,4,KHan-Uul,Busad,5.75,Khunnu plus,Emart KHUD
4915,Gerlug vista-d 3 oroo,2023,78.03,6,KHan-Uul,KHunnu,5.75,KHunnu,Tsengeldekh
6324,"Bzd, 11-r khoroo, baga tengeriin amand 185m2 3oroo bair",2022,185,4,KHan-Uul,Busad,5.72972973,Baga tenger,Baga tenger
4917,40k residence-d 62.05m2 2 oroo bair,2023,62,7,CHingeltei,"40, 50 myangat",5.725806452,"40, 50 myangat","40, 50 myangat"
298,Budda wista-d 236m2 7oroo pyentkhaus bair 2garajiin khamt,2014,236,14,KHan-Uul,Bella Vista,5.720338983,Bella Vista,Zaisan
2932,"Zaisan, buddha vista-d deed dawkhart 236mkw duplyeks",2015,236,13,KHan-Uul,Zaisan,5.720338983,Zaisan,Zaisan
3248,Buddha vista-d duplyeks 7 oroo,2016,236,14,KHan-Uul,Zaisan,5.720338983,Zaisan,Zaisan
4712,Budda wista 7 oroo,2014,236,14,KHan-Uul,Zaisan,5.720338983,Zaisan,Zaisan
7245,TSirkiin baruun tald 4 oroo 109m2,2020,117,7,Sukhbaatar,5-r khoroolol,5.72,5-r khoroolol,Tsirk
2565,Ulaanbaatar ikh delguuriin zuun tald,1980,49,3,Sukhbaatar,"40, 50 myangat",5.714285714,"40, 50 myangat","40, 50 myangat"
2840,Sansard 3oroo,1990,42,8,Bayanzurkh,Sansar,5.714285714,Sansar,Sansar
2040,Encanto town 3 khotkhond 3 oroo,2023,89,15,Bayanzurkh,Busad,5.7,Encanto,National park
2953,Global taun-d 104.5mkw 3 oroo,2022,104.5,11,KHan-Uul,Busad,5.7,Global town,Home plaza
3028,Japan town 3 oroo,2015,93.15,6,KHan-Uul,Japan town,5.7,Japan town,Tsengeldekh
3350,TSengeldekh khotkhond 3 oroo,2021,80,22,KHan-Uul,120 myangat,5.7,120 myangat,120 myangat
3944,TSengeldekh khotkhond 80m2 tai 3 oroo bair,2019,80,10,KHan-Uul,15-r khoroolol,5.7,15-r khoroolol,Jukov
4245,TSengeldekh khotkhond 79.98mk² 3 oroo,2021,79.98,10,KHan-Uul,120 myangat,5.7,120 myangat,120 myangat
5205,Japan town 3 oroo bair,2011,93.15,6,KHan-Uul,Japan town,5.7,Japan town,Tsengeldekh
5930,Gerlug vista-d 4 oroo,2023,118,6,KHan-Uul,KHurd,5.7,KHurd,Tsengeldekh
6279,KHud 𝐉𝐚𝐩𝐚𝐧 𝐭𝐨𝐰𝐧 𝐂𝟏 blok 93.15mkw zokhion baiguulalt saitai 3 oroo dulaan zogsoolыn khamt,2021,93,6,KHan-Uul,Japan town,5.7,Japan town,Tsengeldekh
6726,"KHud 17, khankhills rezidyenst 106mkw shine3 oroo",2021,106,8,KHan-Uul,River Garden,5.7,River Garden,Marshal
3961,Gal togoo tusdaa 2 oroo bair,1997,29,1,KHan-Uul,Busad,5.689655172,0,#N/A
4416,KHunnu2222 khoroolold 4 oroo,2022,95,10,KHan-Uul,Busad,5.684210526,Khunnu2222,Emart KHUD
6954,KHunnu2222 khotkhon 2-r eelj 4 oroo bair,2022,117,18,KHan-Uul,KHunnu,5.682905983,KHunnu,Tsengeldekh
4882,Akoya residence-d 142mkw 4 oroo oron suuts,2023,142,14,KHan-Uul,Japan town,5.669014085,Japan town,Tsengeldekh
4468,1-r khoroolold 1oroo,1990,18,1,Songino KHairkhan,1-r khoroolol,5.666666667,1-r khoroolol,1-r khoroolol
3372,Bzd 15-r khoroolold 2 oroo,1990,23,3,Bayanzurkh,15-r khoroolol,5.652173913,15-r khoroolol,Jukov
3169,KHunnu 2222 khotkhond 18 dawkhart 117 mkw 4 oroo oron suuts khudaldana.,2022,117,18,KHan-Uul,KHunnu,5.65,KHunnu,Tsengeldekh
3560,Time square-t,2016,169,6,KHan-Uul,River Garden,5.65,River Garden,Marshal
4304,Enkhtaiwan khotkhon 3 oroo,2017,69.93,19,KHan-Uul,120 myangat,5.65,120 myangat,120 myangat
649,KHunnu 2222 khotkhond 4 oroo 117m2,2022,117,18,KHan-Uul,KHunnu,5.65,KHunnu,Tsengeldekh
4505,Modun town khotkhond 4 oroo,2019,133,7,KHan-Uul,River Garden,5.639097744,River Garden,Marshal
7715,Budda wista 236m2 7 oroo pyentkhaus,2017,236,14,KHan-Uul,Busad,5.63559322,Buddha vista,Zaisan
4126,KHud 11-r khoroo golden buddha 137mkw 3 oroo oron suuts,2021,137,7,KHan-Uul,Busad,5.620437956,Buddha vista,Zaisan
4995,Golden buddha 137mkw 3oroo bair,2020,137,7,KHan-Uul,Zaisan,5.620437956,Zaisan,Zaisan
6828,Golden buddha khotkhond 137mkw 3 oroo,2021,137,12,KHan-Uul,Zaisan,5.620437956,Zaisan,Zaisan
